1 Periodo,2 CUO,3 Numero correlativo del asiento,4 Codigo de la cuenta contable,5 Codigo de Unidad de Operación,6 Centro de Costo,7 Tipo de Moneda de Origen,8 Tipo de documento de identidad del emisor,9 Numero de documento de identidad del emisor,10 Tipo de Comprobante,11 Numero de Serie del comprobante de Pago,12 Numero de compronbante de pago,13 Fecha Contable,14 Fecha de Vencimiento,15 Fecha de la operación o emision,Glosa referencial,16 Glosa o descripcion de la naturaleza de la operacion registrada de ser el caso,17 Glosa referencial  de ser el caso,18 Movimientos del Debe,19 Movimiento del Haber,20 Dato Estructurado,Account,21 Indica el estado de la operacion,
20231100,1749,M17490,1213101,3,1307,PEN,,,01,F001,00054633,01/11/2023,02/12/2023,02/11/2023,Factura de venta,Factura de venta,3302.11,0.00,140100&20231100&1749&M1749,1,
20231100,1749,M17491,7032111,3,1305,PEN,,,01,F001,00054633,01/11/2023,02/12/2023,02/11/2023,BANCARED ENLACE 1MB PRINCIPAL-LIMA,Factura de venta,0.00,3180.00,140100&20231100&1749&M1749,1,
20231100,1749,M17492,1221103,3,1307,PEN,,,01,F001,00054633,01/11/2023,02/12/2023,02/11/2023,Factura de venta,Factura de venta,450.29,0.00,140100&20231100&1749&M1749,1,
20231100,1749,M17494,4011102,3,1307,PEN,,,01,F001,00054633,01/11/2023,02/12/2023,02/11/2023,VAT,Factura de venta,0.00,572.40,140100&20231100&1749&M1749,1,
20231100,1760,M17600,4212101,3,,PEN,6,,01,FN01,14496164,01/11/2023,02/11/2023,02/11/2023,PAGO COMISIÓN GIROS Y TRANSFERENCIAS 31-10,Factura,0.00,6.80,080100&20231100&1760&M1760,1,
20231100,1760,M17601,6391102,3,1359,PEN,6,,01,FN01,14496164,01/11/2023,,02/11/2023,PAGO COMISIÓN GIROS Y TRANSFERENCIAS 31-10,Factura,6.80,0.00,080100&20231100&1760&M1760,1,
20231100,1772,M17720,1213201,3,1384,USD,,,01,F001,00054635,01/11/2023,18/11/2023,03/11/2023,Factura de venta,Factura de venta,6957.60,0.00,140100&20231100&1772&M1772,1,
20231100,1772,M17721,7032111,3,1384,USD,,,01,F001,00054635,01/11/2023,18/11/2023,03/11/2023,INSCRIPCIÓN REGULAR CORPORATIVA,Factura de venta,0.00,6700.32,140100&20231100&1772&M1772,1,
20231100,1772,M17722,1221203,3,1384,USD,,,01,F001,00054635,01/11/2023,18/11/2023,03/11/2023,Factura de venta,Factura de venta,948.78,0.00,140100&20231100&1772&M1772,1,
20231100,1772,M17724,4011102,3,1384,USD,,,01,F001,00054635,01/11/2023,18/11/2023,03/11/2023,VAT,Factura de venta,0.00,1206.06,140100&20231100&1772&M1772,1,
20231100,1773,M17730,4212101,3,,PEN,6,,01,E001,7813,01/11/2023,02/12/2023,02/11/2023,SERV MONITOREO MEDIOS EN PRENSA ESCRITA TELEVISION RADIO DE LIMA Y PORTALES WEB A NIVEL NACIONAL SOBRE INFORMACION RELACIONADA CON TERRORISMO FINANCIAMIENTO DEL TERRORISMO ARMAS DE DESTRUCCION MASIVA LAVADO DE ACTIVOS Y DELITOS PRECEDENTES NOVIEMBRE 2023,Factura,0.00,6230.00,080100&20231100&1773&M1773,1,
20231100,1773,M17731,6327104,3,1345,PEN,6,,01,E001,7813,01/11/2023,,02/11/2023,MONITOREO MEDIOS EN PRENSA ESCRITATELEVISION RADIO DE LIMA Y PORTALES WEB A NIVEL NACIONAL SOBRE INFORMACION RELACIONADA CONTERRORISMO FINANCIAMIENTO DEL TERRORISMO ARMAS DE DESTRUCCION MASIVA LAVADO DE ACTIVOS Y DELITOS PRECEDENTES NOV 2023,Factura,6000.00,0.00,080100&20231100&1773&M1773,1,
20231100,1773,M17732,4221103,3,1345,PEN,6,,01,E001,7813,01/11/2023,,02/11/2023,SERV MONITOREO MEDIOS EN PRENSA ESCRITA TELEVISION RADIO DE LIMA Y PORTALES WEB A NIVEL NACIONAL SOBRE INFORMACION RELACIONADA CON TERRORISMO FINANCIAMIENTO DEL TERRORISMO ARMAS DE DESTRUCCION MASIVA LAVADO DE ACTIVOS Y DELITOS PRECEDENTES NOVIEMBRE 2023,Factura,0.00,849.60,080100&20231100&1773&M1773,1,
20231100,1773,M17733,4221103,3,1345,PEN,6,,01,E001,7813,01/11/2023,,02/11/2023,MONITOREO MEDIOS EN PRENSA ESCRITATELEVISION RADIO DE LIMA Y PORTALES WEB A NIVEL NACIONAL SOBRE INFORMACION RELACIONADA CONTERRORISMO FINANCIAMIENTO DEL TERRORISMO ARMAS DE DESTRUCCION MASIVA LAVADO DE ACTIVOS Y DELITOS PRECEDENTES NOV 2023,Factura,0.00,0.40,080100&20231100&1773&M1773,1,
20231100,1773,M17735,4011101,3,,PEN,6,,01,E001,7813,01/11/2023,,02/11/2023,VAT,Factura,1080.00,0.00,080100&20231100&1773&M1773,1,
20231100,1775,M17750,4212101,3,,PEN,6,,01,F001,5703,01/11/2023,02/12/2023,02/11/2023,CURSO CSX CYBERSECURITY PARA HANS DIAS ALVARADO,Factura,0.00,870.00,080100&20231100&1775&M1775,1,
20231100,1775,M17751,1411101,3,1418,PEN,6,,01,F001,5703,01/11/2023,,02/11/2023,CURSO CSX CYBERSECURITY PARA HANS DIAS ALVARADO20 COLABORADOR,Factura,174.00,0.00,080100&20231100&1775&M1775,1,
20231100,1775,M17752,6241102,3,1418,PEN,6,,01,F001,5703,01/11/2023,,02/11/2023,CURSO CSX CYBERSECURITY PARA HANS DIAS ALVARADO80 ASBANC,Factura,696.00,0.00,080100&20231100&1775&M1775,1,
20231100,1927,M19270,1213101,3,1386,PEN,,,01,F001,00054768,01/11/2023,08/12/2023,08/11/2023,OC 4510044399  NR 5000209885,Factura de venta,1358.24,0.00,140100&20231100&1927&M1927,1,
20231100,1927,M19271,7599107,3,1386,PEN,,,01,F001,00054768,01/11/2023,08/12/2023,08/11/2023,SERVICIO DE CONSULTORIA-OBRAS POR IMPUESTO,Factura de venta,0.00,1308.01,140100&20231100&1927&M1927,1,
20231100,1927,M19272,1221103,3,1386,PEN,,,01,F001,00054768,01/11/2023,08/12/2023,08/11/2023,OC 4510044399  NR 5000209885,Factura de venta,185.21,0.00,140100&20231100&1927&M1927,1,
20231100,1927,M19274,4011102,3,1386,PEN,,,01,F001,00054768,01/11/2023,08/12/2023,08/11/2023,VAT,Factura de venta,0.00,235.44,140100&20231100&1927&M1927,1,
20231100,1928,M19280,1213201,3,1308,USD,,,01,F001,00054636,01/11/2023,03/12/2023,03/11/2023,NOVIEMBRE 2023,Factura de venta,269.54,0.00,140100&20231100&1928&M1928,1,
20231100,1928,M19281,7032111,3,1308,USD,,,01,F001,00054636,01/11/2023,03/12/2023,03/11/2023,INTERCONEXIÓN CON RENIEC,Factura de venta,0.00,228.42,140100&20231100&1928&M1928,1,
20231100,1928,M19282,4011102,3,1308,USD,,,01,F001,00054636,01/11/2023,03/12/2023,03/11/2023,VAT,Factura de venta,0.00,41.12,140100&20231100&1928&M1928,1,
20231100,1934,M19340,4212201,3,,USD,6,,01,FR01,05189348,01/11/2023,03/11/2023,03/11/2023,PAGO COMISIÓN EMPRESA 02-11,Factura,0.00,9.52,080100&20231100&1934&M1934,1,
20231100,1934,M19341,6391102,3,1359,USD,6,,01,FR01,05189348,01/11/2023,,03/11/2023,PAGO COMISIÓN EMPRESA 02-11,Factura,9.52,0.00,080100&20231100&1934&M1934,1,
20231100,1935,M19350,4212101,3,,PEN,6,,01,FN01,14547456,01/11/2023,03/11/2023,03/11/2023,PAGO COMISIÓN GIROS Y TRANSFERENCIAS 02-11,Factura,0.00,2.50,080100&20231100&1935&M1935,1,
20231100,1935,M19351,6391102,3,1359,PEN,6,,01,FN01,14547456,01/11/2023,,03/11/2023,PAGO COMISIÓN GIROS Y TRANSFERENCIAS 02-11,Factura,2.50,0.00,080100&20231100&1935&M1935,1,
20231100,1940,M19400,1213201,3,1311,USD,,,01,F001,00054681,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,1073.42,0.00,140100&20231100&1940&M1940,1,
20231100,1940,M19401,7032111,3,1311,USD,,,01,F001,00054681,01/11/2023,06/12/2023,06/11/2023,RED BANCOS LBTR INTERCONEXION 1MB-LIMA,Factura de venta,0.00,1033.73,140100&20231100&1940&M1940,1,
20231100,1940,M19402,1221203,3,1311,USD,,,01,F001,00054681,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,146.38,0.00,140100&20231100&1940&M1940,1,
20231100,1940,M19404,4011102,3,1311,USD,,,01,F001,00054681,01/11/2023,06/12/2023,06/11/2023,VAT,Factura de venta,0.00,186.07,140100&20231100&1940&M1940,1,
20231100,1942,M19420,1213201,3,1311,USD,,,01,F001,00054640,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,878.26,0.00,140100&20231100&1942&M1942,1,
20231100,1942,M19421,7032111,3,1311,USD,,,01,F001,00054640,01/11/2023,06/12/2023,06/11/2023,RED BANCOS LBTR INTERCONEXION512KBPS-LIMA,Factura de venta,0.00,845.78,140100&20231100&1942&M1942,1,
20231100,1942,M19422,1221203,3,1311,USD,,,01,F001,00054640,01/11/2023,06/12/2023,06/11/2023,Factura de venta,Factura de venta,119.76,0.00,140100&20231100&1942&M1942,1,
20231100,1942,M19424,4011102,3,1311,USD,,,01,F001,00054640,01/11/2023,06/12/2023,06/11/2023,VAT,Factura de venta,0.00,152.24,140100&20231100&1942&M1942,1,
