20231100|1749|M1749|02/11/2023|02/12/2023|01|F001|00054633||6|20510944764|DIRECTV PERU S.R.L.|0.00|3180.00|0.00|572.40|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3752.40|PEN| 1.000|||||||1|1|20231100|20231101|20231101|20231130|20221102||INV||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0102112023F00100054633|
20231100|1768|M1768|03/11/2023|18/11/2023|01|F001|00054634||6|0|ANULADO|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|USD| 3.807|||||||1|0|20231100|20231101|20231101|20231130|20221103||INV|VOID|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0103112023F00100054634|
20231100|1772|M1772|03/11/2023|18/11/2023|01|F001|00054635||6|20100047218|BANCO DE CREDITO DEL PERU|0.00|1760.00|0.00|316.80|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2076.80|USD| 3.807|||||||1|1|20231100|20231101|20231101|20231130|20221103||INV||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0103112023F00100054635|
20231100|1878|M1878|22/11/2023|22/12/2023|01|F001|00055272||6|20131370645|MINISTERIO DE ECONOMIA Y FINANZAS|0.00|765.00|0.00|137.70|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|902.70|PEN| 1.000|||||||1|1|20231100|20231101|20231101|20231130|20221122||INV||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0122112023F00100055272|
20231100|1885|M1885|14/11/2023|14/12/2023|01|F001|00055010||6|20100053455|BANCO INTERNACIONAL DEL PERU-INTERBANK|0.00|15448.80|0.00|2780.78|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|18229.58|PEN| 1.000|||||||1|1|20231100|20231101|20231101|20231130|20221114||INV|OC 192601|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0114112023F00100055010|
20231100|1891|M1891|22/11/2023|22/12/2023|01|F001|00055273||6|20131370645|MINISTERIO DE ECONOMIA Y FINANZAS|0.00|765.00|0.00|137.70|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|902.70|PEN| 1.000|||||||1|1|20231100|20231101|20231101|20231130|20221122||INV|OS 0003223|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0122112023F00100055273|
20231100|1902|M1902|17/11/2023|17/12/2023|01|F001|00055137||6|20100053455|BANCO INTERNACIONAL DEL PERU-INTERBANK|0.00|275.00|0.00|49.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|324.50|USD| 3.772|||||||1|1|20231100|20231101|20231101|20231130|20221117||INV|OC 192599 , NR 274196|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0117112023F00100055137|
20231100|1904|M1904|22/11/2023|22/12/2023|01|F001|00055274||6|20131370645|MINISTERIO DE ECONOMIA Y FINANZAS|0.00|765.00|0.00|137.70|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|902.70|PEN| 1.000|||||||1|1|20231100|20231101|20231101|20231130|20221122||INV|OS 0003223|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0122112023F00100055274|
20231100|1905|M1905|14/11/2023|14/12/2023|01|F001|00055006||6|20131370645|MINISTERIO DE ECONOMIA Y FINANZAS|0.00|600.00|0.00|108.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|708.00|USD| 3.813|||||||1|1|20231100|20231101|20231101|20231130|20221114||INV||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0114112023F00100055006|
20231100|1908|M1908|14/11/2023|14/12/2023|01|F001|00055011||6|20100070970|SUPERMERCADOS PERUANOS SOCIEDAD ANONIMA 'O ' S.P.S.A.|0.00|1875.00|0.00|337.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2212.50|USD| 3.813|||||||1|1|20231100|20231101|20231101|20231130|20221114||INV|OC 4400638976 , MIGO 5001150771|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0114112023F00100055011|
20231100|1909|M1909|17/11/2023|17/12/2023|01|F001|00055141||6|20522125459|CROSLAND SERVICIOS ADMINISTRATIVOS S.A.C.|0.00|600.00|0.00|108.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|708.00|USD| 3.772|||||||1|1|20231100|20231101|20231101|20231130|20221117||INV|OC 4504174522 , HES 1000409090|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0117112023F00100055141|
20231100|1918|M1918|22/11/2023|22/12/2023|01|F001|00055275||6|20131370645|MINISTERIO DE ECONOMIA Y FINANZAS|0.00|765.00|0.00|137.70|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|902.70|PEN| 1.000|||||||1|1|20231100|20231101|20231101|20231130|20221122||INV|OS 0003223|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0122112023F00100055275|
20231100|1922|M1922|17/11/2023|17/12/2023|01|F001|00055138||6|20100053455|BANCO INTERNACIONAL DEL PERU-INTERBANK|0.00|275.00|0.00|49.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|324.50|USD| 3.772|||||||1|1|20231100|20231101|20231101|20231130|20221117||INV|OC 192592 , NR 274198|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0117112023F00100055138|
20231100|1925|M1925|16/11/2023|16/12/2023|01|F001|00055111||6|20211614545|UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.|0.00|2860.00|0.00|514.80|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3374.80|USD| 3.775|||||||1|1|20231100|20231101|20231101|20231130|20221116||INV|OC PER05-0000134153|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0116112023F00100055111|
20231100|1926|M1926|20/11/2023|20/12/2023|01|F001|00055185||6|20330401991|BANCO FALABELLA PERU S.A|0.00|0.00|0.00|0.00|0.00|0.00|1188.00|0.00|0.00|0.00|0.00|0.00|1188.00|USD| 3.775|||||||1|1|20231100|20231101|20231101|20231130|20221120||INV|OC 6100024803 , HES 1001887414|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0120112023F00100055185|
20231100|1927|M1927|08/11/2023|08/12/2023|01|F001|00054768||6|20259702411|BANCO RIPLEY PERU S.A.|0.00|1308.01|0.00|235.44|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1543.45|PEN| 1.000|||||||1|1|20231100|20231101|20231101|20231130|20221108||INV|OC 4510044399 , NR 5000209885|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0108112023F00100054768|
20231100|1928|M1928|03/11/2023|03/12/2023|01|F001|00054636||6|20517476405|ALFIN BANCO S.A.|0.00|60.00|0.00|10.80|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|70.80|USD| 3.807|||||||1|1|20231100|20231101|20231101|20231130|20221103||INV|NOVIEMBRE 2023|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0103112023F00100054636|
20231100|1940|M1940|06/11/2023|06/12/2023|01|F001|00054681||6|20100043140|SCOTIABANK PERU SAA|0.00|275.00|0.00|49.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|324.50|USD| 3.759|||||||1|1|20231100|20231101|20231101|20231130|20221106||INV||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0106112023F00100054681|
20231100|1942|M1942|06/11/2023|06/12/2023|01|F001|00054640||6|20100105862|BANCO PICHINCHA|0.00|225.00|0.00|40.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|265.50|USD| 3.759|||||||1|1|20231100|20231101|20231101|20231130|20221106||INV||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0106112023F00100054640|
20231100|1943|M1943|06/11/2023|06/12/2023|01|F001|00054641||6|20100116392|CORPORACION FINANCIERA DE DESARROLLO S.A.|0.00|225.00|0.00|40.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|265.50|USD| 3.759|||||||1|1|20231100|20231101|20231101|20231130|20221106||INV||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0106112023F00100054641|
20231100|1944|M1944|06/11/2023|06/12/2023|01|F001|00055165||6|20100116635|CITIBANK DEL PERU S.A.|0.00|275.00|0.00|49.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|324.50|USD| 3.759|||||||1|1|20231100|20231101|20231101|20231130|20221106||INV||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0106112023F00100055165|
20231100|1945|M1945|17/11/2023|17/12/2023|01|F001|00055166||6|20100130204|BANCO BBVA PERU|0.00|275.00|0.00|49.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|324.50|USD| 3.772|||||||1|1|20231100|20231101|20231101|20231130|20221117||INV||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0117112023F00100055166|
20231100|1946|M1946|06/11/2023|06/12/2023|01|F001|00054642||6|20100209641|CAJA MUNICIPAL DE AHORRO Y CREDITO DE AREQUIPA S.A. - CAJA AREQUIPA|0.00|340.00|0.00|61.20|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|401.20|USD| 3.759|||||||1|1|20231100|20231101|20231101|20231130|20221106||INV||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0106112023F00100054642|
20231100|1947|M1947|17/11/2023|17/12/2023|01|F001|00055167||6|20100269466|CAJA MUNICIPAL DE CREDITO POPULAR DE LIM A|0.00|210.00|0.00|37.80|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|247.80|USD| 3.772|||||||1|1|20231100|20231101|20231101|20231130|20221117||INV||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0117112023F00100055167|
20231100|1948|M1948|06/11/2023|06/12/2023|01|F001|00054643||6|20101091083|COOPERATIVA DE AHORRO Y CREDITO ABACO|0.00|215.00|0.00|38.70|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|253.70|USD| 3.759|||||||1|1|20231100|20231101|20231101|20231130|20221106||INV||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0106112023F00100054643|
20231100|1949|M1949|06/11/2023|06/12/2023|01|F001|00054644||6|20102881347|CAJA MUNICIP.AHORRO Y CREDITO SULLANA S. A.|0.00|215.00|0.00|38.70|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|253.70|USD| 3.759|||||||1|1|20231100|20231101|20231101|20231130|20221106||INV||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0106112023F00100054644|
20231100|1950|M1950|06/11/2023|06/12/2023|01|F001|00054645||6|20103845328|CAJA MUNICIPAL DE AHORRO Y CREDITO DE MAYNAS S.A.|0.00|215.00|0.00|38.70|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|253.70|USD| 3.759|||||||1|1|20231100|20231101|20231101|20231130|20221106||INV||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0106112023F00100054645|
20231100|1951|M1951|06/11/2023|06/12/2023|01|F001|00054646||6|20104888934|CAJA MUNICIPAL DE AHORRO Y CREDITO DE ICA SA|0.00|215.00|0.00|38.70|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|253.70|USD| 3.759|||||||1|1|20231100|20231101|20231101|20231130|20221106||INV||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0106112023F00100054646|
